VMID,Duration,Timestamp,Price
898,1014,1393837479,0.1286
899,166,1393837990,0.1285
900,337,1393838156,0.1286
901,167,1393838493,0.1287
902,3694,1393838660,0.1288
903,3022,1393838994,0.1287
904,2017,1393839663,0.1286
905,841,1393840001,0.1285
906,838,1393840842,0.1286
907,336,1393841680,0.1287
908,338,1393842016,0.1288
909,9123,1393842354,0.1289
910,167,1393842521,0.1288
911,8789,1393842688,0.1289
912,1862,1393842855,0.1288
913,679,1393843868,0.1287
914,170,1393844547,0.1288
915,6760,1393844717,0.1289
916,6410,1393844889,0.1288
917,4676,1393845572,0.1287
918,349,1393845743,0.1286
919,4156,1393846092,0.1287
920,179,1393848503,0.1286
921,1566,1393848682,0.1287
922,178,1393848853,0.1285
923,172,1393849031,0.1286
924,1045,1393849203,0.1287
925,1051,1393850248,0.1288
926,696,1393850428,0.1287
927,175,1393851124,0.1288
928,178,1393851299,0.1289
929,180,1393851477,0.129
930,1955,1393851657,0.1291
931,175,1393852194,0.1287
932,178,1393852369,0.1288
933,532,1393852547,0.1289
934,533,1393853079,0.1291
935,177,1393853257,0.129
936,178,1393853434,0.1291
937,1621,1393853612,0.1292
938,178,1393854517,0.129
939,177,1393854695,0.1291
940,361,1393854872,0.1292
941,1616,1393855233,0.1294
942,179,1393855415,0.129
943,534,1393855594,0.1293
944,177,1393855772,0.1292
945,179,1393855949,0.1293
946,721,1393856128,0.1294
947,177,1393856488,0.1292
948,184,1393856665,0.1294
949,178,1393856849,0.1295
950,185,1393857027,0.1301
951,176,1393857212,0.1302
952,1107,1393857388,0.1303
953,182,1393857575,0.1294
954,184,1393857757,0.1297
955,185,1393857941,0.1301
956,181,1393858126,0.1302
957,188,1393858307,0.1303
958,181,1393858495,0.1307
959,733,1393858676,0.131
960,183,1393858857,0.1306
961,369,1393859040,0.1308
962,181,1393859228,0.1306
963,358,1393859409,0.1315
964,178,1393859589,0.1312
965,732,1393859767,0.1332
966,553,1393859946,0.1315
967,181,1393860135,0.1312
968,183,1393860316,0.1315
969,188,1393860499,0.1339
970,550,1393860687,0.1343
971,180,1393860872,0.1339
972,185,1393861052,0.134
973,370,1393861237,0.1349
974,5742,1393861607,0.1354
975,5186,1393861977,0.1344
976,361,1393862168,0.1324
977,180,1393862349,0.1321
