LayerId,aggregation_time,timestamp
3f1f9410-1559-44ac-8df6-904649e20f76,0.03908491134643555,2025-05-13 11:44:07.524
3f1f9410-1559-44ac-8df6-904649e20f76,0.03808307647705078,2025-05-13 11:44:12.284
3f1f9410-1559-44ac-8df6-904649e20f76,0.038469552993774414,2025-05-13 11:44:17.053
3f1f9410-1559-44ac-8df6-904649e20f76,0.050081729888916016,2025-05-13 11:44:21.965
3f1f9410-1559-44ac-8df6-904649e20f76,0.03878355026245117,2025-05-13 11:44:26.772
3f1f9410-1559-44ac-8df6-904649e20f76,0.038756608963012695,2025-05-13 11:44:31.663
3f1f9410-1559-44ac-8df6-904649e20f76,0.03845334053039551,2025-05-13 11:44:36.537
3f1f9410-1559-44ac-8df6-904649e20f76,0.03852486610412598,2025-05-13 11:44:41.404
3f1f9410-1559-44ac-8df6-904649e20f76,0.038804054260253906,2025-05-13 11:44:46.231
3f1f9410-1559-44ac-8df6-904649e20f76,0.038297176361083984,2025-05-13 11:44:51.082
3f1f9410-1559-44ac-8df6-904649e20f76,0.03821134567260742,2025-05-13 11:44:55.900
3f1f9410-1559-44ac-8df6-904649e20f76,0.03841400146484375,2025-05-13 11:45:00.736
3f1f9410-1559-44ac-8df6-904649e20f76,0.03867602348327637,2025-05-13 11:45:05.585
3f1f9410-1559-44ac-8df6-904649e20f76,0.03853893280029297,2025-05-13 11:45:10.385
3f1f9410-1559-44ac-8df6-904649e20f76,0.043700218200683594,2025-05-13 11:45:15.221
3f1f9410-1559-44ac-8df6-904649e20f76,0.03906607627868652,2025-05-13 11:45:20.086
3f1f9410-1559-44ac-8df6-904649e20f76,0.03876781463623047,2025-05-13 11:45:24.878
3f1f9410-1559-44ac-8df6-904649e20f76,0.038762569427490234,2025-05-13 11:45:29.771
3f1f9410-1559-44ac-8df6-904649e20f76,0.05106472969055176,2025-05-13 11:45:34.473
3f1f9410-1559-44ac-8df6-904649e20f76,0.04007363319396973,2025-05-13 11:45:39.334
3f1f9410-1559-44ac-8df6-904649e20f76,0.0380711555480957,2025-05-13 11:45:44.107
3f1f9410-1559-44ac-8df6-904649e20f76,0.03812146186828613,2025-05-13 11:45:48.997
3f1f9410-1559-44ac-8df6-904649e20f76,0.03815269470214844,2025-05-13 11:45:53.751
3f1f9410-1559-44ac-8df6-904649e20f76,0.038561344146728516,2025-05-13 11:45:58.581
3f1f9410-1559-44ac-8df6-904649e20f76,0.03838944435119629,2025-05-13 11:46:03.371
3f1f9410-1559-44ac-8df6-904649e20f76,0.03821873664855957,2025-05-13 11:46:08.261
3f1f9410-1559-44ac-8df6-904649e20f76,0.03801321983337402,2025-05-13 11:46:13.076
3f1f9410-1559-44ac-8df6-904649e20f76,0.037810325622558594,2025-05-13 11:46:17.934
3f1f9410-1559-44ac-8df6-904649e20f76,0.03810691833496094,2025-05-13 11:46:22.682
3f1f9410-1559-44ac-8df6-904649e20f76,0.0381932258605957,2025-05-13 11:46:27.585
3f1f9410-1559-44ac-8df6-904649e20f76,0.0383298397064209,2025-05-13 11:46:32.337
3f1f9410-1559-44ac-8df6-904649e20f76,0.038201093673706055,2025-05-13 11:46:37.142
3f1f9410-1559-44ac-8df6-904649e20f76,0.0384373664855957,2025-05-13 11:46:41.837
3f1f9410-1559-44ac-8df6-904649e20f76,0.03825640678405762,2025-05-13 11:46:46.680
3f1f9410-1559-44ac-8df6-904649e20f76,0.03844499588012695,2025-05-13 11:46:51.469
3f1f9410-1559-44ac-8df6-904649e20f76,0.038352251052856445,2025-05-13 11:46:56.278
3f1f9410-1559-44ac-8df6-904649e20f76,0.03833746910095215,2025-05-13 11:47:01.051
3f1f9410-1559-44ac-8df6-904649e20f76,0.038023948669433594,2025-05-13 11:47:05.867
3f1f9410-1559-44ac-8df6-904649e20f76,0.03805732727050781,2025-05-13 11:47:10.688
3f1f9410-1559-44ac-8df6-904649e20f76,0.038236379623413086,2025-05-13 11:47:15.512
3f1f9410-1559-44ac-8df6-904649e20f76,0.037952423095703125,2025-05-13 11:47:20.307
3f1f9410-1559-44ac-8df6-904649e20f76,0.03814220428466797,2025-05-13 11:47:25.150
3f1f9410-1559-44ac-8df6-904649e20f76,0.038298606872558594,2025-05-13 11:47:29.992
3f1f9410-1559-44ac-8df6-904649e20f76,0.038546085357666016,2025-05-13 11:47:34.813
3f1f9410-1559-44ac-8df6-904649e20f76,0.03793144226074219,2025-05-13 11:47:39.636
3f1f9410-1559-44ac-8df6-904649e20f76,0.038629770278930664,2025-05-13 11:47:44.476
3f1f9410-1559-44ac-8df6-904649e20f76,0.0382540225982666,2025-05-13 11:47:49.235
3f1f9410-1559-44ac-8df6-904649e20f76,0.03811025619506836,2025-05-13 11:47:54.024
3f1f9410-1559-44ac-8df6-904649e20f76,0.03806757926940918,2025-05-13 11:47:58.825
3f1f9410-1559-44ac-8df6-904649e20f76,0.038375139236450195,2025-05-13 11:48:03.659
3f1f9410-1559-44ac-8df6-904649e20f76,0.03805279731750488,2025-05-13 11:48:14.401
3f1f9410-1559-44ac-8df6-904649e20f76,0.03802657127380371,2025-05-13 11:48:19.115
3f1f9410-1559-44ac-8df6-904649e20f76,0.03807568550109863,2025-05-13 11:48:23.710
3f1f9410-1559-44ac-8df6-904649e20f76,0.03812122344970703,2025-05-13 11:48:28.320
3f1f9410-1559-44ac-8df6-904649e20f76,0.03827357292175293,2025-05-13 11:48:32.879
3f1f9410-1559-44ac-8df6-904649e20f76,0.03803420066833496,2025-05-13 11:48:37.518
3f1f9410-1559-44ac-8df6-904649e20f76,0.03831815719604492,2025-05-13 11:48:42.174
