LayerId,aggregation_time,timestamp
a7081689-cd1d-45e7-8082-2a991db89fba,0.06335949897766113,2025-05-13 19:09:22.781
a7081689-cd1d-45e7-8082-2a991db89fba,0.05439925193786621,2025-05-13 19:09:27.476
a7081689-cd1d-45e7-8082-2a991db89fba,0.05232858657836914,2025-05-13 19:09:32.344
a7081689-cd1d-45e7-8082-2a991db89fba,0.05533599853515625,2025-05-13 19:09:37.230
a7081689-cd1d-45e7-8082-2a991db89fba,0.05196666717529297,2025-05-13 19:09:42.057
a7081689-cd1d-45e7-8082-2a991db89fba,0.051451683044433594,2025-05-13 19:09:46.843
a7081689-cd1d-45e7-8082-2a991db89fba,0.05105018615722656,2025-05-13 19:09:51.565
a7081689-cd1d-45e7-8082-2a991db89fba,0.05155515670776367,2025-05-13 19:09:56.318
a7081689-cd1d-45e7-8082-2a991db89fba,0.050762176513671875,2025-05-13 19:10:01.022
a7081689-cd1d-45e7-8082-2a991db89fba,0.05083656311035156,2025-05-13 19:10:05.808
a7081689-cd1d-45e7-8082-2a991db89fba,0.05236172676086426,2025-05-13 19:10:10.537
a7081689-cd1d-45e7-8082-2a991db89fba,0.0524897575378418,2025-05-13 19:10:15.335
a7081689-cd1d-45e7-8082-2a991db89fba,0.05111432075500488,2025-05-13 19:10:20.059
a7081689-cd1d-45e7-8082-2a991db89fba,0.05034971237182617,2025-05-13 19:10:24.907
a7081689-cd1d-45e7-8082-2a991db89fba,0.05143451690673828,2025-05-13 19:10:29.680
a7081689-cd1d-45e7-8082-2a991db89fba,0.050559043884277344,2025-05-13 19:10:34.497
a7081689-cd1d-45e7-8082-2a991db89fba,0.05115509033203125,2025-05-13 19:10:39.185
a7081689-cd1d-45e7-8082-2a991db89fba,0.050782203674316406,2025-05-13 19:10:43.871
a7081689-cd1d-45e7-8082-2a991db89fba,0.050971269607543945,2025-05-13 19:10:48.535
a7081689-cd1d-45e7-8082-2a991db89fba,0.05160975456237793,2025-05-13 19:10:53.206
a7081689-cd1d-45e7-8082-2a991db89fba,0.050518035888671875,2025-05-13 19:10:57.966
a7081689-cd1d-45e7-8082-2a991db89fba,0.04974508285522461,2025-05-13 19:11:02.657
a7081689-cd1d-45e7-8082-2a991db89fba,0.04984617233276367,2025-05-13 19:11:07.357
a7081689-cd1d-45e7-8082-2a991db89fba,0.05088496208190918,2025-05-13 19:11:12.224
a7081689-cd1d-45e7-8082-2a991db89fba,0.04987764358520508,2025-05-13 19:11:16.939
a7081689-cd1d-45e7-8082-2a991db89fba,0.049895524978637695,2025-05-13 19:11:21.679
a7081689-cd1d-45e7-8082-2a991db89fba,0.04947042465209961,2025-05-13 19:11:26.372
a7081689-cd1d-45e7-8082-2a991db89fba,0.05191493034362793,2025-05-13 19:11:31.170
a7081689-cd1d-45e7-8082-2a991db89fba,0.0497899055480957,2025-05-13 19:11:35.921
a7081689-cd1d-45e7-8082-2a991db89fba,0.050719261169433594,2025-05-13 19:11:40.568
