Lifetime,CDF
113.75,0.8367346938775511
117.0,0.8396501457725948
117.0,0.8425655976676385
117.0,0.8454810495626822
126.75,0.8483965014577259
126.75,0.8513119533527697
126.75,0.8542274052478134
126.75,0.8571428571428571
126.75,0.8600583090379009
146.25,0.8629737609329446
159.25,0.8658892128279884
169.0,0.8688046647230321
178.75,0.8717201166180758
178.75,0.8746355685131195
188.5,0.8775510204081632
188.5,0.880466472303207
198.25,0.8833819241982507
201.5,0.8862973760932945
208.0,0.8892128279883382
211.25,0.892128279883382
211.25,0.8950437317784257
221.0,0.8979591836734694
221.0,0.9008746355685131
230.75,0.9037900874635568
240.5,0.9067055393586005
240.5,0.9096209912536443
250.25,0.9125364431486881
253.5,0.9154518950437318
273.0,0.9183673469387755
273.0,0.9212827988338192
292.5,0.924198250728863
315.25,0.9271137026239067
325.0,0.9300291545189504
325.0,0.9329446064139941
325.0,0.9358600583090378
334.75,0.9387755102040817
344.5,0.9416909620991254
357.5,0.9446064139941691
360.75,0.9475218658892128
377.0,0.9504373177842566
377.0,0.9533527696793003
390.0,0.956268221574344
399.75,0.9591836734693877
409.5,0.9620991253644315
432.25,0.9650145772594753
464.75,0.967930029154519
546.0,0.9708454810495627
549.25,0.9737609329446064
607.75,0.9766763848396501
643.5,0.9795918367346939
672.75,0.9825072886297376
734.5,0.9854227405247813
796.25,0.9883381924198251
913.25,0.9912536443148688
1079.0,0.9941690962099126
1716.0,0.9970845481049563
1810.25,1.0
