Lifetime,CDF
9.75,0.0029154518950437317
9.75,0.0058309037900874635
9.75,0.008746355685131196
9.75,0.011661807580174927
9.75,0.014577259475218658
9.75,0.01749271137026239
9.75,0.02040816326530612
9.75,0.023323615160349854
9.75,0.026239067055393587
9.75,0.029154518950437316
9.75,0.03206997084548105
9.75,0.03498542274052478
9.75,0.037900874635568516
9.75,0.04081632653061224
9.75,0.043731778425655975
9.75,0.04664723032069971
9.75,0.04956268221574344
9.75,0.052478134110787174
9.75,0.05539358600583091
9.75,0.05830903790087463
9.75,0.061224489795918366
9.75,0.0641399416909621
9.75,0.06705539358600583
9.75,0.06997084548104957
9.75,0.0728862973760933
9.75,0.07580174927113703
9.75,0.07871720116618076
9.75,0.08163265306122448
9.75,0.08454810495626822
9.75,0.08746355685131195
9.75,0.09037900874635568
9.75,0.09329446064139942
9.75,0.09620991253644315
9.75,0.09912536443148688
9.75,0.10204081632653061
9.75,0.10495626822157435
9.75,0.10787172011661808
9.75,0.11078717201166181
9.75,0.11370262390670553
9.75,0.11661807580174927
9.75,0.119533527696793
9.75,0.12244897959183673
9.75,0.12536443148688048
9.75,0.1282798833819242
9.75,0.13119533527696792
9.75,0.13411078717201166
9.75,0.13702623906705538
9.75,0.13994169096209913
9.75,0.14285714285714285
9.75,0.1457725947521866
9.75,0.14868804664723032
9.75,0.15160349854227406
9.75,0.15451895043731778
9.75,0.15743440233236153
9.75,0.16034985422740525
9.75,0.16326530612244897
9.75,0.1661807580174927
9.75,0.16909620991253643
9.75,0.17201166180758018
9.75,0.1749271137026239
9.75,0.17784256559766765
9.75,0.18075801749271136
9.75,0.1836734693877551
9.75,0.18658892128279883
9.75,0.18950437317784258
9.75,0.1924198250728863
9.75,0.19533527696793002
9.75,0.19825072886297376
9.75,0.20116618075801748
9.75,0.20408163265306123
9.75,0.20699708454810495
9.75,0.2099125364431487
9.75,0.21282798833819241
9.75,0.21574344023323616
9.75,0.21865889212827988
9.75,0.22157434402332363
9.75,0.22448979591836735
9.75,0.22740524781341107
9.75,0.2303206997084548
13.0,0.23323615160349853
13.0,0.23615160349854228
13.0,0.239067055393586
13.0,0.24198250728862974
13.0,0.24489795918367346
13.0,0.2478134110787172
13.0,0.25072886297376096
13.0,0.2536443148688047
13.0,0.2565597667638484
13.0,0.2594752186588921
13.0,0.26239067055393583
13.0,0.2653061224489796
13.0,0.26822157434402333
13.0,0.27113702623906705
13.0,0.27405247813411077
13.0,0.27696793002915454
13.0,0.27988338192419826
13.0,0.282798833819242
13.0,0.2857142857142857
13.0,0.2886297376093295
13.0,0.2915451895043732
13.0,0.2944606413994169
13.0,0.29737609329446063
13.0,0.30029154518950435
13.0,0.3032069970845481
13.0,0.30612244897959184
13.0,0.30903790087463556
13.0,0.3119533527696793
13.0,0.31486880466472306
13.0,0.3177842565597668
13.0,0.3206997084548105
13.0,0.3236151603498542
13.0,0.32653061224489793
19.5,0.3294460641399417
19.5,0.3323615160349854
19.5,0.33527696793002915
19.5,0.33819241982507287
19.5,0.34110787172011664
19.5,0.34402332361516036
19.5,0.3469387755102041
19.5,0.3498542274052478
19.5,0.35276967930029157
19.5,0.3556851311953353
19.5,0.358600583090379
19.5,0.36151603498542273
19.5,0.36443148688046645
19.5,0.3673469387755102
19.5,0.37026239067055394
19.5,0.37317784256559766
19.5,0.3760932944606414
19.5,0.37900874635568516
19.5,0.3819241982507289
19.5,0.3848396501457726
19.5,0.3877551020408163
19.5,0.39067055393586003
19.5,0.3935860058309038
19.5,0.3965014577259475
19.5,0.39941690962099125
19.5,0.40233236151603496
22.75,0.40524781341107874
22.75,0.40816326530612246
22.75,0.4110787172011662
22.75,0.4139941690962099
22.75,0.41690962099125367
22.75,0.4198250728862974
22.75,0.4227405247813411
22.75,0.42565597667638483
22.75,0.42857142857142855
22.75,0.4314868804664723
22.75,0.43440233236151604
22.75,0.43731778425655976
22.75,0.4402332361516035
22.75,0.44314868804664725
22.75,0.446064139941691
22.75,0.4489795918367347
22.75,0.4518950437317784
22.75,0.45481049562682213
22.75,0.4577259475218659
22.75,0.4606413994169096
22.75,0.46355685131195334
22.75,0.46647230320699706
22.75,0.46938775510204084
22.75,0.47230320699708456
29.25,0.4752186588921283
29.25,0.478134110787172
29.25,0.48104956268221577
29.25,0.4839650145772595
29.25,0.4868804664723032
29.25,0.4897959183673469
29.25,0.49271137026239065
29.25,0.4956268221574344
29.25,0.49854227405247814
29.25,0.5014577259475219
29.25,0.5043731778425656
29.25,0.5072886297376094
32.5,0.5102040816326531
32.5,0.5131195335276968
32.5,0.5160349854227405
32.5,0.5189504373177842
32.5,0.521865889212828
32.5,0.5247813411078717
32.5,0.5276967930029155
32.5,0.5306122448979592
32.5,0.5335276967930029
32.5,0.5364431486880467
32.5,0.5393586005830904
32.5,0.5422740524781341
32.5,0.5451895043731778
32.5,0.5481049562682215
32.5,0.5510204081632653
32.5,0.5539358600583091
32.5,0.5568513119533528
32.5,0.5597667638483965
32.5,0.5626822157434402
32.5,0.565597667638484
32.5,0.5685131195335277
32.5,0.5714285714285714
32.5,0.5743440233236151
32.5,0.577259475218659
32.5,0.5801749271137027
32.5,0.5830903790087464
32.5,0.5860058309037901
32.5,0.5889212827988338
32.5,0.5918367346938775
39.0,0.5947521865889213
39.0,0.597667638483965
42.25,0.6005830903790087
42.25,0.6034985422740525
42.25,0.6064139941690962
42.25,0.60932944606414
42.25,0.6122448979591837
42.25,0.6151603498542274
42.25,0.6180758017492711
42.25,0.6209912536443148
42.25,0.6239067055393586
42.25,0.6268221574344023
42.25,0.6297376093294461
42.25,0.6326530612244898
42.25,0.6355685131195336
42.25,0.6384839650145773
42.25,0.641399416909621
42.25,0.6443148688046647
42.25,0.6472303206997084
42.25,0.6501457725947521
42.25,0.6530612244897959
42.25,0.6559766763848397
42.25,0.6588921282798834
42.25,0.6618075801749271
45.5,0.6647230320699709
52.0,0.6676384839650146
52.0,0.6705539358600583
52.0,0.673469387755102
52.0,0.6763848396501457
52.0,0.6793002915451894
52.0,0.6822157434402333
52.0,0.685131195335277
52.0,0.6880466472303207
52.0,0.6909620991253644
52.0,0.6938775510204082
52.0,0.6967930029154519
55.25,0.6997084548104956
55.25,0.7026239067055393
61.75,0.7055393586005831
61.75,0.7084548104956269
61.75,0.7113702623906706
61.75,0.7142857142857143
65.0,0.717201166180758
65.0,0.7201166180758017
65.0,0.7230320699708455
65.0,0.7259475218658892
65.0,0.7288629737609329
71.5,0.7317784256559767
71.5,0.7346938775510204
71.5,0.7376093294460642
71.5,0.7405247813411079
74.75,0.7434402332361516
74.75,0.7463556851311953
74.75,0.749271137026239
81.25,0.7521865889212828
81.25,0.7551020408163265
84.5,0.7580174927113703
84.5,0.760932944606414
84.5,0.7638483965014577
84.5,0.7667638483965015
84.5,0.7696793002915452
84.5,0.7725947521865889
84.5,0.7755102040816326
84.5,0.7784256559766763
84.5,0.7813411078717201
91.0,0.7842565597667639
94.25,0.7871720116618076
94.25,0.7900874635568513
94.25,0.793002915451895
94.25,0.7959183673469388
94.25,0.7988338192419825
94.25,0.8017492711370262
94.25,0.8046647230320699
94.25,0.8075801749271136
94.25,0.8104956268221575
104.0,0.8134110787172012
104.0,0.8163265306122449
104.0,0.8192419825072886
104.0,0.8221574344023324
104.0,0.8250728862973761
107.25,0.8279883381924198
113.75,0.8309037900874635
113.75,0.8338192419825073
